사투리,표준어
좀,좀
있네,있네
느낌,느낌
좋아해,좋아해
있더라,있더라
에어맥스,에어맥스
보여주는디,보여주는디
형광,형광
아니,아니
샀냐고,샀냐고
많은거,많은거
유조선사업,유조선사업
유조선,유조선
배면은,배면은
잘잡아,잘잡아
잡아,잡아
형인?,형있어?
(()),(())
골프선수,골프선수
동생,동생
동갑,동갑
들텐데,들텐데
얼마냐,얼마냐
인,있어
약간,약간
닮,닮
싫어부난,싫어서
않나,않나
겸사겸사,겸사겸사
사업,사업
거,거
아니,아니
취직해,취직해
굳이,굳이
상해,상해
남들한테,남들한테
않애,않애
닮,같아
결혼시킬려고,결혼시킬려고
없으니까,없으니까
살아라,살아라
해,해
약간,약간
그거,그거
준다고,준다고
친구들끼리,친구들끼리
없네,없네
막,막
갈수록,갈수록
않,않아
그러게(이)/(#이),그러게(이)/(#이)
우리,우리
느낌,느낌
다,다
바리바리,바리바리
챙겨줄삘,챙겨줄삘
하긴(이)/(#이),하긴(이)/(#이)
가,가
없는데,없는데
낳게,낳게
아니고,아니고
말한,말한
아니잖아,아니잖아
있으면,있으면
사례,사례
이식한다,이식한다
해,해
낳아줬네,낳아줬네
진짜,진짜
근데,근데
봤언,봤었어
돼,돼
생존율을,생존율을
삘,삘
아,아
성,성
줄었겠다,줄었겠다
뜻이란거,뜻이란거
크리스마슨데,크리스마슨데
무교잖아,무교잖아
말해야겠다,말해야겠다
다녀요,다녀요
주님,주님
나오고,나오고
맞아,맞아
인,있어
천주교,천주교
천주교,천주교
헬레나예요,헬레나예요
헬레나,헬레나
없언,없었어
때,때
헬레나라고?,헬레나라고?
가지고,가지고
나오,나오
거,거
진짜,진짜
몰라,몰라
피치피치핏치,피치피치핏치
언,없어
디오니소스님,디오니소스님
끌려가고,끌려가고
그리스로마신화,그리스로마신화
이거(()),이거(())
피고,피고
이,#이
일부다처제,일부다처제
번(()),번(())
모르겐,모르겐
핸,했어
좋아하던데,좋아하던데
성이야기,성이야기
닮아,같아
봐,봐
해가지고,해가지고
때,때
나오더라(이)/(#이),나오더라(이)/(#이)
알았는데,알았는데
우리,우리
뭐,뭐
아니,아니
(()),(())
뭐더라,뭐더라
말야,말야
클럽남,클럽남
무한적아,무한적아
무한이나(()),무한이나(())
자유로워,자유로워
말,말
봐,봐
몰란,몰랐어
써먹어야겠다,써먹어야겠다
봐라,봐라
말야,말야
(()),(())
했는데,했는데
진짜,진짜
거잖아,거잖아
꼈을걸,꼈을걸
입고,입고
거지,거지
그냥,그냥
인,있어
진짜,진짜
모르네,모르네
우리,우리
잤네,잤네
뭐더라,뭐더라
베아트리체,베아트리체
노랜데,노랜데
맞아,맞아
한다음에,한다음에
잘자,잘자
잠자네,잠자네
보면서,보면서
막,막
진짜하얗네,진짜하얗네
겁나,겁나
(()),(())
투명해,투명해
무슨,무슨
하얀데,하얀데
느낌,느낌
누래,누래
누래,누래
누렇지,누렇지
싸서,싸서
잘싸,잘싸
차라리,차라리
전세계,전세계
좋겐,좋겠어
사귀게,사귀게
사귀게,사귀게
있고,있고
차라리,차라리
그게,그게
않은,않은
없어지겠지,없어지겠지
(()),(())
상관없을까,상관없을까
왜,왜
하네,하네
에타에도,에타에도
인,있어
보여,보여
보여,보여
모르겐,모르겠어
손님들,손님들
답답하네,답답하네
생겼지,생겼지
그냥,그냥
거고,거고
잤지,잤지
거는,거는
죽어그넹,죽어서
이렇게,이렇게
같애,같애
그래,그래
우리,우리
이러길래,이러길래
이랬거든,이랬거든
언니인데,언니인데
환영해,환영해
너무,너무
거지,거지
되니깐,되니깐
쓰는데,쓰는데
뭔가,뭔가
보면은(이)/(#이),보면은(이)/(#이)
했어신디,했었는데
여자가,여자가
언니가?,언니가?
때,때
(()),(())
(()),(())
있네,있네
싶나보다,싶나보다
것도,것도
진짜로,진짜로
너무,너무
봐,봐
한데,한데
보내네,보내네
잡더라,잡더라
신기하다,신기하다
가부런,가버렸어
많다,많다
따간,따갔어
잘생겼어,잘생겼어
여자인데,여자인데
온지,온지
됐댄,됐대
지낸,지냈어
못핸,못했어
구핸?,구했어?
구해신디,구했는데
걸리고,걸리고
집,집
보니까,보니까
응,응
동생,동생
이,#이
아이고,아이고
않은게,않은게
이제,이제
이,#이
하니까,하니까
비런?,빌렸어?
응응,응응
편하고,편하고
그니까,그니까
같아서,같아서
아맹해도,아무래도
경해부니까,그러니까
이,#이
거기서는,거기서는
{laughing},{laughing}
이젠,이제는
데로,데로
아마,아마
임시로,임시로
옮겼다가,옮겼다가
할꺼,할꺼야
아니잖아,아니잖아
이번에,이번에
게,#게
될꺼,될꺼야
아이고,아이고
게,#게
하난,하니까
뭐,뭐
사무실은,사무실은
저기,저기
사람들은,사람들은
있는날,있는날
게,#게
{laughing},{laughing}
이,#이
하는디,하는데
했잖아,했잖아
완전히,완전히
잘,잘
어떵,어떻해
대들언,대들었어
전화완,전화왔어
아니,아니
해신디,했다고
어제,어제
그랬지,그랬지
있어신디,있었는데
어서,없어
올라배고,옳아보이고
늙어기네,늙어서
또,또
(아방은)(아빠는),(아방은)(아빠는)
그지,그렇지
경허는디,그러는데
게,#게
드는거라,드는거야
{laughing},{laughing}
보니까,보니까
허믄,하면
게,#게
{laughing},{laughing}
좋잖아,좋잖아
하기에는,하기에는
없으니까,없으니까
허먼,하면
닮안게만은,같은 것 같은대
안으카?,않을까?
닮아,같아
{laughing},{laughing}
부모님한테,부모님한테
말아기네,말고
게,#게
잘했어,잘했어
이제,이제
속상허고,속상하고
어시,없이
냄나?,내냐?
안감쩌,안간다
이,#이
이,#이
응,응
아이가,아이가
응,응
하당,하다가
막현,막혔어
몰라,몰라
교과서라,교과서야
허는거시,하는 것이
가이는,그 아이는
어신거라,없는거야
나도,나도
진짜,진짜
잘해신게,잘했네
간호과,간호과
응,응
(아방은)(아빠는),(아방은)(아빠는)
굿덴,싫데
가는거라,가는거야
{laughing},{laughing}
챙기난,챙기니까
맞춰주고,맞춰주고
맞장구쳐주고,맞장구쳐주고
하잖아,하잖아
그,그
얌전핸,얌전했어
생이라,모양이야
모양이라,모양이라
게,#게
알안,알았어
줬거든,줬거든
응,응
왠일로,왠일로
곳는거라,말하는거야
응,응
허난,하니까
모양이라,모양이야
딸이영?,딸이랑?
편드는거지,편드는거지
웃긴다,웃긴다
봔,봤어
핸게만은,하더만은
진짜,진짜
들어완,들어와서
경행,그래서
하니까,하니까
집,집
집에,집에
핼껀디,할 텐데
아니,아니
팔면,팔면
버텨분거라,버텨버린거야
전화행,전화해서
아니?,아니?
받아신디,받았는데
안해(그냉)/(가지고),안해(그냉)/(가지고)
신디들만,한테만
하니까,하니까
해부렀거든,해버렸거든
해신디,했는데
제부가,제부가
언니가,언니가
처형이,처형이
이,#이
아니,아니
한거주게,한거지
이,#이
사람이주게,사람이지
싫어,싫어
{laughing},{laughing}
가족,가족
어떵해여,어떻게해
해버렸지,해버렸지
못하크라,못하겠어
참아사지,참아야지
문제,문제
해야지,해야지
응,응
돼,돼
반대,반대
좋고,좋고
참는거라,참는거야
반대지,반대지
모양이라,모양이야
당해버렷지,당해버렷지
이,#이
저랬니,저랬니
허지,하지
말든지,말던지
누어부런?,누워버렸어?
응,응
헌거,한거
무사,왜
뻗어부럼시녠,뻗어버리냐고
응,응
겅허니까,그러니까
자기가,자기가
아니,아니
되잖아,되잖아
응,응
이,#이
나도,나도
잠댄허지,잔다고 하지
해부렀지,해버렸지
전화했지,전화했지
갱,그래서
주인이난,주인이니까
어서기네,없어서
다행이라,다행이라
육지놈,육지놈
{laughing},{laughing}
헌게,하다
닮은게,같아
와그네,와가지고
응,응
놓고,놓고
나뿌댄,나쁘데
게난,그러니까
다,다
요번에,요번에
마켓에,마켓에
응,응
해서,했어
응,응
반대,반대
사람인데,사람인데
주차를,주차를
없데,없데
사니까,사니까
이제,이제
어시난,없으니까
거요,거야
아,아
늘그난,늙으니까
허난,하니까
허난,하니까
화내멍,화내면서
된거라,된거야
되네,되서
앞,앞
거라,거야
이제,이제
부에가난,화가났어
들어가불고,들어가버리고
이젠,이젠
불러도,불러도
나와랜,나온대
그냥,그냥
촌에는,촌에는
없지,없지
허난게,하니까
들어가난,들어가니까
소뭇,사뭇
주거침입죄로,주거침입죄로
육지까지,육지까지
어,어
미친,미친
와선게만은,왔던대 말이야
봔,봤어
당했잖아,당했잖아
주난,주니까
고란게만은,말하더니 말이야
그,그
소뭇,사뭇
나,나
주난,주니까
났주게,났었지
해신디,했는데
허난,하니까
이,#이
아이고,아이고
집,집
이,#이
잖아,잖아
닮아,같아
이,#이
이시멍,있으면서
겅허니까,그러니까
헌거,하는거
겅허난,그러니까
거라,거야
놔둬서,놔뒀어
있고,있고
이제,이제
찍었주게,찍었지
예,#예
않은디,않은데
해분거라,해버린거야
찍엄신디,찍고있는데
어,어
이고,이고
되겟,되겟
여,#여
되겠습니까?,되겠습니까?
해신디,했는데
간거라,간거야
겅허난,그렇게 하니까
허멍이,하면서
건디,건데
본거라,본거야
가야되,가야되
나간,나갔어
아이고,아이고
나갔잖아,나갔잖아
거라,거야
보증금,보증금
우리,우리
{laughing},{laughing}
집,집
줘부럿주게,줘버렸는데
허난,하니까
이,#이
이,#이
사나와,사나워
이,#이
이,#이
사람을,사람을
이,#이
조심해야되,조심해야되
넓어가지고,넓어가지고
막,막
닮아,같아
응,응
이,#이
놔저난,놔 있었어
이견,이겼어
해신디,했는데
이제,이제
저장해동,저장해두고
이제,이제
전화완?,전화왔어?
보내온거라,보내온거야
뜯어내젠,뜯어네려고
어디수과,어디있습니까
(()),(())
이,#이
무서워,무서워
봐,봐
그기,거기
닮아,같아
하고,하고
있덴,있데
날아오더라고,날아오더라고
집,집
차잖아,차잖아
그냥,그냥
허니까,하니까
이,#이
(()),(())
댈껀디,됄껀데
(()),(())
해져부렀져,하게되 버렸어
하는거난,하는거니까
음,음
유가족?,유가족?
돌아가셨어,돌아가셨어
안해요,안해요
유가족,유가족
가지,가지
되는거구나,되는거구나
이주게,이야
성할머니,성할머니
응,응
이번에,이번에
응,응
어서,없어
왜,왜
끝,끝
넘어야,넘어야
지금,지금
아이구,아이구
진짜,진짜
한디,한데
없고,없고
없고,없고
쪽에,쪽에
허자나,하잖아
닮아,같아
끌려갔주게,끌려갔지
대신디,됬는데
알아보렌,알아보라고
응,응
상황,상황
봔,봤어
돌아가셔불고,돌아가셔버리고
돌아가셨지,돌아가셨지
했겠네,했겠네
못했지,못했지
언니,언니
그러니까,그러니까
아니,아니
열녀주게,열녀이지
못산다,못산다
하다만은,하다만은
사는거난,사는거니까
응,응
살아신고,살았는지
당사자한테?,당사자한테?
할때,할때
응,응
안해,안해
이제,이제
듣는디,듣는데
있었냐면,있었냐면
하루방이영,할아버지랑
재워그네)(재워가지고) (잠신디,잠자는데
뭐가이서게,뭐가 있어
여랜,라고해
닮덴,같데
응,응
겅헌디,그런데
식칼,식칼
있잖아,있잖아
두드리멍,두드리면서
아,아
깨언,깨었어
총,총
응,응
나더래,나더래
허난,하니까
어,어
거지,거지
해머기네,하면서
행,해서
거지,거지
때는,때는
언니야,언니야
응,응
이,#이
응,응
도망가고,도망가고
잖아,잖아
허난,하니까
허난,하니까
이,#이
아니?,아니?
막혀부난,막혀 버려서
뛰어내린(거라)/(거야),뛰어내린(거라)/(거야)
도망가젠,도망가려고
모양(이라)/(이야),모양(이라)/(이야)
아,아
밑동이,밑동이
응,응
하잖아,하잖아
날카로워,날카로워
해분거라,해버린거야
가신디,갔는데
아니,아니
불고,버리고
허는디,하는데
했지,했지
분거라,버린거야
분거지,버린거야
겅헌디,그런데
할망이,할머니가
아버지,아버지
될건가?,될건가?
강,가서
학교에,학교에
허더라고,하더라고
해신디,했는데
동네에서,동네에서
이제,이제
그거지,그거지
하르방이,할아버지가
게,#게
사람이랑,사람이랑
해분거라,해버린거야
사람인디,사람인데
아니,아니
할망은,할머니는
여동생,여동생
사람이,사람이
하난,하니까
가분거라,가버린거야
짤랑,짤라서
이런디,이런데
꼬장,꽂아서
해그네,해서
가부렀지,가버렸지
명은,명은
개,개
죽으난,죽으니까
할머,할머
명은,명은
없지,없지
컷주게,컸지
보난,보니까
할망,할머니
한거라,한거야
걸어줍니다,걸어줍니다
속상하지,속상하지
터져실커라,터졌을 꺼야
이,#이
같더라고,같더라고
이,#이
부어그네,부어서
가지고,가지고
하더라고,하더라고
그런,그런
않해?,않해?
하더라고,하더라고
찾아주게,찾았지
부난,버려서
파냄댄,파낸다고
게,#게
거주게,거지
시절이,시절이
제주도는,제주도는
애휴,애휴
불고,버리고
댄디,때인데
해부난,해버려서
열받안,열받았어
(()),(())
지겨울(거여)/(거야),지겨울(거여)/(거야)
들으니까,들으니까
못하니까,못하니까
기?,그래?
이,#이
닮덴,같데
보면은,보면은
겉모습,겉모습
좋고,좋고
뽑혀서예.,뽑혔다.
음,음
괜찮고,괜찮고
말했다시피,말했다시피
빠져가지고,빠져가지고
그~,그~
들었수다.,들었었다.
보면은,보면은
보면은,보면은
너무,너무
좋아예.,좋다.
하면예,하면
흠,흠
그거래,그거래
그~,그~
힘드니까,힘드니까
((xxx)),((xxx))
거래,거래
음,음
같은데,같은데
재밌고,재밌고
음,음
뭐,뭐
코난,코난
너무,너무
들었수꽈?,들었습니까?
{laughing},{laughing}
{singing},{singing}
{laughing},{laughing}
{singing},{singing}
이거,이거
음,음
{singing},{singing}
재미수다.,재미있다.
들어신디,들었는데
웃긴거라예.,웃기다.
음,음
터지고,터지고
않암수꽈?,않습니까
기지예,그렇다
어,어
아니라면서,아니라면서
음,음
봐요,봐요
{laughing},{laughing}
기네,그렇네
공개됐다고,공개됐다고
맞네,맞네
어,어
얘긴 디예,이야기인데
마씀,않았나요?
거기,거기
있수다.,있다.
